Name,Profile,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3VDNdFIZfs/,Filmed entirely in the capital of fashion #TheNewLook by Todd A. Kessler delves into a landscape inspired by real-life events brimming with intrigue during a tumultuous post-war moment when Christian Dior spearheaded coutures legendary modern revival. Boasting a stellar cast including MendelsohnBen as Christian Dior JulietteBinoche as Coco Chanel and GlennClose as Carmel Snow alongside Maisie_Williams in the role of Catherine Dior John Malkovich as Lucien Lelong EMortimer as Elsa Lombardi and ClaesBang as Spatz the series breathes life into the eras pivotal moments. Now available for streaming exclusively on Apple TV+.,CAROUSEL_ALBUM,2024-02-14 08:04 AM,145698,1.24,0.31748,352,-0.5,145346,1.26,,420935,463029,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3UnhDOoCJ9/,Premiering today on AppleTV #TheNewLook unveils its first three episodes of Todd A. Kesslers gripping new historical series charting Christian Diors ascent through the intertwined lives of his rivals and contemporaries during the World War II Nazi occupation. The series offers an exclusive glimpse into the founding couturiers atelier showcasing his revolutionary designs all realized through a collaboration with the House. Now available for streaming exclusively on Apple TV+.,CAROUSEL_ALBUM,2024-02-14 04:02 AM,138523,1.13,0.30184,217,-0.69,138306,1.15,,381825,420008,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C34_a0qoP98/,As part of the Parisian mood channeled in the newly-unveiled #DiorAW24 collection MariaGraziaChiuri seized upon the creative potential of classic beige gabardine. Variations on the trench coat as well as tailored and sporty separates simultaneously harked back to the 60s and 70s yet came across as undeniably contemporary and covetable.,CAROUSEL_ALBUM,2024-02-28 07:03 AM,120300,0.85,0.26213,561,-0.21,119739,0.86,,425334,467867,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3ENm-KoeV4/,This year heralds a momentous occasion as Italian singer-songwriter GiorgiaOfficial takes the stage at the 74th edition of the SanremoRai music festival. Co-hosting the event Giorgia performed in an architecturally inspired tailcoat dreamed up by MariaGraziaChiuri. Swipe for a closer glimpse into the #DiorSavoirFaire showcasing the exquisite craftsmanship of the House’s artisans and Chanakya.School.#StarsinDior© Pierre__Mouton & Sophie Carre,CAROUSEL_ALBUM,2024-02-07 07:08 PM,118255,0.82,0.25768,1104,0.53,117151,0.82,,539158,593074,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C33zi8cruFm/,See Rosalia.Vt at the #DiorAW24 show in Paris where she discovered MariaGraziaChiuri’s new collection in the company of Dior ambassadors Yuuuuukko_ Celeste and NadiaTereszkiewicz as well as RachelBrosnahan.,CAROUSEL_ALBUM,2024-02-27 05:13 PM,114497,0.76,0.24949,416,-0.42,114081,0.77,,385216,423738,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C37jCb1owvo/,Dior ambassador Jennifer Lawrence arrives with an air of elegant assurance at the #DiorAW24 by MariaGraziaChiuri show.© NishaJohny & JonathanJacobs_,reel,2024-02-29 06:56 AM,114039,0.75,0.24849,398,-0.44,113641,0.76,,364750,401225,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3fxargt7_0/,As we unveil the #DiorSavoirFaire behind the B9s sneakers from the #DiorSummer24 collection by MrKimJones the tweed blend exemplifies a fusion of tradition and subversion. Enhanced with a padded tongue and technical fabric support sock to ensure unparalleled comfort exacting attention to every aspect remains paramount. From the Dior signature gracing the heel and tongue to the Cannage motif insert and Dior Charm signature on the sides each element echoes the Houses legacy.© Piotr_Stoklosa,CAROUSEL_ALBUM,2024-02-18 12:00 PM,110269,0.69,0.24028,356,-0.5,109913,0.71,,365328,401861,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C359ILZIvIM/,With a pose and a pout Rosalia.Vt set off a storm at the #DiorAW24 by MariaGraziaChiuri show!© NishaJohny & JonathanJacobs_,reel,2024-02-28 04:03 PM,104800,0.61,0.22836,420,-0.41,104380,0.62,,489812,538793,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3_9aqzIW82/,Our #StarsinDior were out in force for #DiorAW24! Featuring appearances by Dior global ambassador Sooyaaa__ along with Dior ambassadors Lyx0420 DevaCassel Elizabeth Debicki and NadiaTereszkiewicz as well as House friends Rosalia.Vt Maisie_Williams GinaAlicePiano and more discover what some of them had to say about the event and the new collection by MariaGraziaChiuri.© Dnl.Darmon,reel,2024-03-02 12:00 AM,84038,0.29,0.18312,2392,2.33,81646,0.27,,599550,659505,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3yp4jfIpbw/,Delve into the #DiorSavoirFaire artistry in the sketch and atelier detailing of Barbie actress AmericaFerreras breathtaking #DiorCouture outfit at the SAGAwards. The nominee for Outstanding Performance by a Cast in a Motion Picture wore a gown that boasted a gracefully fitted bodice paired with a long black skirt adorned with contrasting sheer white draped off-shoulder sleeves dreamed up by MariaGraziaChiuri. #StarsinDior,CAROUSEL_ALBUM,2024-02-25 08:00 PM,83480,0.28,0.1819,170,-0.76,83310,0.29,,381816,419998,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3nEYbhhFfZ/,Unveil the mesmerizing balance of geometry and asymmetry with the Dior Délicat collection by VictoiredeCastellane for #DiorHauteJoaillerie. This collection unfurls a luminous diamond necklace with notes of yellow gemstones a sleek diamond bracelet and ring set and stunning sapphire earrings all meticulously designed to softly accentuate the delicate contours of the hand wrist and neck.© BrigitteNiedermairStudio,CAROUSEL_ALBUM,2024-02-21 08:00 AM,81616,0.25,0.17784,261,-0.63,81355,0.26,,388210,427031,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3ktTT8xqaI/,Actress Carey Mulligan casts a spell on the 77th Bafta red carpet draped in a bewitching archive-inspired #DiorCouture gown designed by MariaGraziaChiuri as a Leading Actress nominee for her role in MaestroFilm Venture into the magic behind the scenes where the #DiorSavoirFaire transforms sketches into a mesmerizing silhouette.#StarsinDior,CAROUSEL_ALBUM,2024-02-20 10:00 AM,81263,0.25,0.17707,257,-0.64,81006,0.26,,386088,424697,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C34O9qJiNW2/,Our #StarsinDior coverage from the #DiorAW24 by MariaGraziaChiuri show concludes with Dior ambassadors DevaCassel JulietteArmanet and LangLangPiano accompanied by his wife GinaAlicePiano along with fellow front-row presences Nadia_Fares and Tomo.Y9.,CAROUSEL_ALBUM,2024-02-28 12:00 AM,80691,0.24,0.17583,196,-0.72,80495,0.25,,371795,408974,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3oyMRzqwkA/,Swipe through moments of #DiorSavoirFaire to witness the Houses craftsmanship on the yellow diamond necklace set from the Dior Délicat collection by VictoiredeCastellane. In this collection femininity is portrayed as both formidable and gracefully assertive embodied through detailed milgrain work and decadent gems.© PolBaril,CAROUSEL_ALBUM,2024-02-22 12:00 AM,78558,0.2,0.17118,168,-0.76,78390,0.22,,360997,397097,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3-FXGlI0_1/,Dior ambassador NataliePortmans smile further elevated the excitement at the #DiorAW24 by MariaGraziaChiuri show!© NishaJohny & JonathanJacobs_,reel,2024-03-01 06:34 AM,68365,0.05,0.14897,283,-0.6,68082,0.05,,344886,379374,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3fV-b6B4vs/,Newly unveiled at #DiorSummer24 the Dior Charm bag by MrKimJones is a sleek creation showcasing #DiorSavoirFaire. The black Cannage Cosmo leather modernizes the Houses timeless motif and features an antique silver-finish brass Dior Charm signature clasp. Versatile and chic its adjustable leather strap offers effortless shoulder or crossbody wear epitomizing elegance with every carry.© Photo: AndreaCenetiempo,CAROUSEL_ALBUM,2024-02-18 08:00 AM,68121,0.04,0.14844,190,-0.73,67931,0.05,,319847,351832,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C33nXDrIjrZ/,The #DiorAW24 show by MariaGraziaChiuri was unveiled in front of a wide-ranging roster of #StarsinDior from Dior ambassadors Kimmy_Kimberley and LaetitiaCasta to Dior Olympics ambassadors BalzerSara and Estelle.Mossely and Dior Paralympics ambassador Marie_Patouillet as well as House friend CarolineTrentini.,CAROUSEL_ALBUM,2024-02-27 06:14 PM,68063,0.04,0.14831,749,0.04,67314,0.04,,403350,443685,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3FKkYhoVof/,In the spotlight of the 74th SanRemoRai music festival GiorgiaOfficial embodied elegance and artistry in various ensembles designed by MariaGraziaChiuri featuring structural designs delicate needlework and embroidery. Join her in the fitting room and get an exclusive peek at her decision-making process for the ultimate stage look.#StarsinDior© Photo: Pierre__Mouton,reel,2024-02-08 04:02 AM,62808,-0.03,0.13686,1143,0.59,61665,-0.04,,425562,468118,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3WMiz2II8c/,Discover BazaarUK and BazaarAustralias latest cover where actress Maisie_Williams elegantly models several looks by MariaGraziaChiuri. Embodying the role of Christian Diors sister Catherine in AppleTVs #TheNewLook she captivates in the March issue wearing white and black sheer lace creations and classic tailored ensembles offering a graceful nod to the series premiering today. Now available for streaming exclusively on Apple TV+. © Photos: AgataPospieszynskaEIC: LydiasMagStylist: CharlieHarringtonCreativeCreative Director: Tom_HouseofUsherFashion Director: AvrilMairPicture Director: IzzyParryLewisTalent Director: LottieLumsdenHair: BenTalbottMake-up: BariKhalique using DiorBeauty Nails: NailsbyMHPicture Production Editor: GemmaLucia_ShootProducer Fashion Assistant: CrystalleCox Jesss_Milller Photographed at Raffles London at The OWO RafflesLondon.TheOWO TheOWO.London,CAROUSEL_ALBUM,2024-02-14 06:45 PM,60490,-0.06,0.13181,180,-0.74,60310,-0.06,,285741,314315,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3n7Rw3Chfp/,Take a closer look at the #DiorSavoirFaire within the Dior Délicat pieces by VictoiredeCastellane. Delve into the craftsmanship of the Houses ateliers as they employ intricate gem-setting and delicate filigree techniques on the sapphire jewels alongside precise pavé application to deliver the artistic vision of the Artistic Director of #DiorHauteJoaillerie skillfully intersecting the Galons Dior motifs with the sophistication of the Dearest Dior range.© PolBaril,CAROUSEL_ALBUM,2024-02-21 04:00 PM,56993,-0.12,0.12419,180,-0.74,56813,-0.11,,270775,297852,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3lj4n5NGTX/,Dior ambassador MsPike captivates at the 77th edition of the Bafta in a soft blue flowy #DiorCouture dress dreamed up by MariaGraziaChiuri shining brightly as a Best Supporting Actress nominee for SaltburnFilm. Swipe to discover the meticulous #DiorSavoirFaire evident in the graciously pleated detailing crafted within the House’s ateliers.#StarsinDior,CAROUSEL_ALBUM,2024-02-20 05:57 PM,56027,-0.13,0.12208,232,-0.67,55795,-0.13,,274528,301981,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3oWw1TuBT6/,Behold the sublime #DiorSavoirFaire found within the interweaving of clear and yellow gemstones in this diamond necklace from the Dior Délicat collection by VictoiredeCastellane. This glistening object of desire frames botanical-inspired elements through expert color grading by honing in on precision and detailed engraving to accentuate the distinct beauty of each diamond color.#DiorHauteJoaillerie© ThomasLenthal,reel,2024-02-21 08:00 PM,55233,-0.14,0.12035,240,-0.66,54993,-0.14,,261945,288139,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3GqJp9o5tP/,Within the ensembles that grace the #DiorSS24 collection dreamed up by MariaGraziaChiuri discover a profound exploration of rebellious figures who have unapologetically asserted their independence in a world predominantly influenced by masculinity. Among these symbolic trailblazers are witches and sages individuals who not only share their wisdom of botanical sciences but also hold a deep reverence for the natural flow of time.© Photo: TinaBarney_,IMAGE,2024-02-08 05:55 PM,52941,-0.18,0.11536,131,-0.81,52810,-0.17,,208187,229005,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3KvpRVJSRI/,Take a closer look at the #DiorSavoirFaire woven into the #DiorSS24 Toujours Tweedy Cannage bag. Redesigned by MariaGraziaChiuri every detail from its sumptuous tweed fabric to the stitched Cannage lines celebrates the House’s legacy and honors the founding couturiers affinity for traditionally masculine fabrics in his pioneering womens collections. Stay tuned for a video that illustrates the creation of this coveted accessory.© AndreaCenetiempo,CAROUSEL_ALBUM,2024-02-10 08:00 AM,52275,-0.19,0.11391,113,-0.84,52162,-0.18,,240461,264508,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3zFbBno6rC/,Actress Naomi Watts captivates while presenting an award at the SAGAwards swathed in a #DiorCouture Spring-Summer 2023 creation by MariaGraziaChiuri. This exquisite ensemble features a sheer paneled dress that is cinched at the waist and enhanced by its subtle puff sleeves. Yet its the #DiorSavoirFaire that truly sets this piece apart evident here in the delicate petal stitching that speaks volumes of Houses meticulous craftsmanship.#StarsinDior,CAROUSEL_ALBUM,2024-02-26 12:00 AM,51805,-0.2,0.11288,207,-0.71,51598,-0.19,,252375,277613,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3tbpxioQR9/,At the AcademieDesCesar the spotlight on #StarsinDior unfolds with an iconic entrance. Leading the way is JulietteBinoche dressed in a breathtaking custom long black and white #DiorCouture gown by MariaGraziaChiuri. Discover the #DiorSavoirFaire behind the creation in the Houses ateliers where initial sketches transform into reality through detailed draping and bodice craftsmanship.© Savoir-faire photos: Sophie Carre,CAROUSEL_ALBUM,2024-02-23 07:19 PM,49718,-0.23,0.10834,213,-0.7,49505,-0.22,,244749,269224,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3rx3wtokAS/,Amidst the enchanting streets of Paris a city close to Ryoyoshizawa_staff’s heart he unveils the intricacies of his skincare routine. Witness how he achieves a youthful skin with Capture Totale. #DiorBeauty #DiorSkincare #DiorCaptureTotale #Hyalushot,reel,2024-02-23 03:56 AM,49050,-0.24,0.10688,196,-0.72,48854,-0.23,,230013,253014,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C35Nhs3IUf2/,A logo dating from the inception of the Houses original ready-to-wear line named Miss Dior was MariaGraziaChiuris jumping off point for the eponymous wording placements that resonated like a manifesto on the #DiorAW24 runway. It was the first time a prestigious house had employed a logo as a decorative device on clothing and accessories and its use here echoes that significant first step away from the confines of the couture salons in 1967 a time of widespread societal change when women were demanding and attaining new roles in a rapidly modernizing world. A more linear version of the logo also appears as a repeat pattern on silk twill shirts and bags.,reel,2024-02-28 09:10 AM,46754,-0.28,0.10188,307,-0.57,46447,-0.27,,236071,259679,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C36fM_wMmFo/,Two eternal codes get a new lease on life for #DiorAW24 by MariaGraziaChiuri. The leopard motif eternally associated with Monsieur Diors muse Mizza Bricard is printed on leather variations of the trench coat edged in grosgrain ribbons and topped with a matching peak cap. Meanwhile Maxicannage is reproduced in an undulating relief on leather bags and appears as panels on sporty outerwear accessorized with wrap-around shades.,CAROUSEL_ALBUM,2024-02-28 09:00 PM,46738,-0.28,0.10184,213,-0.7,46525,-0.27,,229922,252914,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3e6hK6Kj9N/,Drawing inspiration from skater codes and the Houses couture spirit the exceptional #DiorSavoirFaire behind the limited edition #DiorSummer24 B9S skater sneaker by MrKimJones is revealed. The navy blue cotton tweed that revisits the iconic Cannage motif is meticulously hand-woven on a traditional jacquard loom and displays grained calfskin details. Finished with a rubber sole engraved with a gradient #DiorOblique motif this pair adds a sophisticated touch to any ensemble.© Photo: Piotr_Stoklosa,reel,2024-02-18 04:00 AM,46493,-0.28,0.10131,208,-0.71,46285,-0.27,,221361,243497,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C38uxnKI4un/,Peer inside the atelier flou where petites mains patiently devoted their #DiorSavoirFaire to the realization of scintillating #DiorAW24 by MariaGraziaChiuri evening looks composed of panels previously hand-embroidered in crystals beads pearl and Lurex yarns by the artisans of Chanakya.In a cherished House collaborator. © Sophie Carre,CAROUSEL_ALBUM,2024-02-29 05:55 PM,46479,-0.28,0.10128,166,-0.76,46313,-0.27,,220921,243013,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3KUMaDJ5Og/,Dive into an insightful exploration of the #DiorSavoirFaire behind the Adiorable pumps from #DiorSS24 by MariaGraziaChiuri. A glimpse into the archival inspiration behind the asymmetrical bow and the painstaking application of white resin beads to each of the straps that gracefully encircle the leg is revealed. The Houses artisans skillfully bring these shoes to life from the initial design to the careful selection of materials precise cutting and detailed assembly culminating in the finishing touches that make these pumps a new icon. © Video: MelindaTrianaPhoto: Sophie CarreArchives © Gérard Uféras Dior Héritage Collection Paris © Christian Dior All rights reserved © Association Willy Maywald Paris 2024 © Laziz Hamani,reel,2024-02-10 04:01 AM,45599,-0.29,0.09936,296,-0.58,45303,-0.29,,230609,253670,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3lIcagLtTJ/,Dior ambassador RachelZegler steals the spotlight at the PeoplesChoice Awards clinching Action Movie Star of the Year for her stellar performance in SongbirdsandSnakes. Dressed in a stunning #DiorCouture creation by MariaGraziaChiuri her ensemble features a black dress hand embroidered with jet beads and silk tassels.#StarsinDior,IMAGE,2024-02-20 01:57 PM,45216,-0.3,0.09853,174,-0.75,45042,-0.29,,185805,204386,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C390-_uoKBb/,From a softly gathered cape in sinuous sand-colored jersey to short dresses in black bouclé or gold bugle beads and a column of white silk crêpe gain an insight into the diversity of #DiorSavoirFaire at work in the creation of #DiorAW24 eveningwear by MariaGraziaChiuri © Sophie Carre,CAROUSEL_ALBUM,2024-03-01 04:08 AM,44141,-0.32,0.09618,121,-0.83,44020,-0.31,,233856,257242,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3FhyyQo4Ij/,At the 74th SanremoRai Music Festival GiorgiaOfficial captivated audiences with E poi appearing in four custom looks by MariaGraziaChiuri. She opened the night in a sophisticated tailcoat followed by an ensemble that sparkled with gray sequins paying homage to the founding couturier’s favorite color. Her next appearance was in a bead-embroidered dress and she concluded with a gem-enhanced outfit that elegantly accentuated her figure.#StarsinDior © SGPItalia,CAROUSEL_ALBUM,2024-02-08 07:23 AM,42513,-0.34,0.09264,277,-0.61,42236,-0.34,,223796,246175,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C36zxiZIAfx/,Ready-to-wear realism met couture-level luxuriance in the glittering eveningwear that lit up the #DiorAW24 runway when MariaGraziaChiuri accented or fully drenched long and short after-eight looks alike in everything from narrow rows of metallic faceted flickers to crystal flowers and flipping fringe in glossy gold bugle beads.,reel,2024-02-29 12:00 AM,42395,-0.34,0.09238,301,-0.58,42094,-0.34,,216723,238396,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3nf1bUoTrN/,Find charm in the alluring world of contrasts with the Dior Délicat collection by VictoiredeCastellane. Captured here a stunning necklace encrusted with diamonds serves as the pinnacle of design offering endless versatility with its varying hues. Glimpse as this jewel akin to the grace of couture garments plays with light and shadow in a fluidity that enhances and shifts promising to transform any look with its shimmering elegance.#DiorHauteJoaillerie© ThomasLenthal,reel,2024-02-21 12:00 PM,41679,-0.35,0.09082,193,-0.73,41486,-0.35,,199412,219353,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3-4tmiqBfZ/,The rallying cry on #DiorAW24 by MariaGraziaChiuri runway Miss Dior - the name of the Houses first ready-to-wear line in 1967 - becomes a manifesto as a repurposed archival logo screen printed in bold black letters while also reimagined as a more abstracted repeat pattern gracing a twill shirt and the interior of a bonded raincoat. #DiorSavoirFaire© Sophie Carre,CAROUSEL_ALBUM,2024-03-01 02:00 PM,41480,-0.36,0.09038,158,-0.77,41322,-0.35,,318186,350005,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3IYk2lRoTm/,The #DiorSS24 collection from MariaGraziaChiuri explores the dance between body and clothing moving beyond the constraints of a single moment or retrospective desires. A daring reimagining of the Mille-fleurs synonymous with the House emerges dark and tessellated with striking burnished effects challenging traditional associations. © TinaBarney_,IMAGE,2024-02-09 10:00 AM,40695,-0.37,0.08867,170,-0.76,40525,-0.36,,168983,185881,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3-WXUHofJd/,Lighting up the runway during the unveiling of the #DiorAW24 collection by MariaGraziaChiuri from neckline accents to full-on floor-length dazzle discover the archival inspiration and delicate #DiorSavoirFaire behind the ravishing embroideries realized by the artisans in the Chanakya.In ateliers.© Video: MelindaTrianaPhoto: Sophie Carre,reel,2024-03-01 09:00 AM,39664,-0.38,0.08643,361,-0.49,39303,-0.38,,355733,391306,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C37xmb1PEJo/,Pictured backstage before the #DiorAW24 by MariaGraziaChiuri show the enduring leopard motif code associated with Monsieur Diors muse Mizza Bricard comes printed on lustrous leather trimmed with grosgrain as well as an embroidered interpretation in Lurex and faceted beads. Added to this the Miss Dior logo that recalls the Houses original ready-to-wear line continues to manifest itself proudly on clothing and bag fasteners as well as more subtly in the cursive script seaming a pair of tights.© Elena.Dottelonde,CAROUSEL_ALBUM,2024-02-29 09:00 AM,38991,-0.39,0.08496,220,-0.69,38771,-0.39,,198138,217952,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C3SCj6atKpH/,Harnessing the artistry of transparency to reveal their automatic mechanisms the #DiorChiffreRouge collection reflects a profound understanding of mechanical principles. Its interiors boast a range of complex calibers each selected for its reliability underscoring the precision in engineering the gears and balance springs. Standout features include automatic chronograph movements and tourbillons that combine self-winding functionality with elapsed time measurement and gravity-defying accuracy enhancements.© Piotr_Stoklosa,CAROUSEL_ALBUM,2024-02-13 04:00 AM,38876,-0.4,0.08471,106,-0.85,38770,-0.39,,182175,200392,
dior,https://www.instagram.com/dior,https://www.instagram.com/p/C34pLm_I7gz/,Always a joy to be at one of MariaGraziaChiuris shows discovering the new Dior collection inspired by the original ready-to-wear line also named Miss Dior! #DiorAW24,IMAGE,2024-02-28 03:49 AM,36924,-0.43,0.08046,127,-0.82,36797,-0.42,,148788,163666,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3LLJZiBIyA/,Infused with inspiration drawn from the rich history of tweed in the Houses archives embark on a visual journey into the #DiorSavoirFaire of the Dior Toujours Tweedy Cannage bag designed by MariaGraziaChiuri for #DiorSS24. Delve deeper into the assembly of the bag noting the gilded charms and finishing touches all echoing Christian Diors innovative vision for womens fashion.© Video: MelindaTrianaPhoto: AndreaCenetiempoArchives: © Association Willy Maywald/ADAGP Paris 2024 Dior Héritage Collection Paris All rights reserved,reel,2024-02-10 12:01 PM,34886,-0.46,0.07602,206,-0.71,34680,-0.46,,173457,190803,
dior,https://www.instagram.com/dior,https://www.instagram.com/reel/C3GOq9JLQxb/,In the seamlessly woven narrative of the #DiorSS24 collection by MariaGraziaChiuri discover a campaign video exploring the convergence of candor and irresistible subversion as models evolve at the heart of different spaces in a timeless setting shrouded in mystery. Marking a continuation of the House’s commitment the Creative Director of Dior women’s collections leverages silhouettes as a powerful medium to amplify feminism and showcase distinct voices infusing each piece with a strong sense of purpose and individuality.© Video: AliceSchillaciPhoto: TinaBarney_,reel,2024-02-08 02:01 PM,33411,-0.48,0.0728,239,-0.66,33172,-0.48,,172210,189431,
