Profile,Profile Link,Post Link,Text,Date,Type,Video Length (seconds),Engagement,Engagement Ratio vs Average,Likes,Likes Ratio vs Average,Shares,Shares Ratio vs Average,Saves,Comments,Comments Ratio vs Average,Views,Engagement Rate,Music Name, Music Author, Hashtags, Campaigns
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7337634206123609376,Behind-the-scene moments before the #BAFTA film Awards in custom #Gucci #EEBAFTAs ,2024-02-20 5:48,video,12,1677,-0.98,1621,0.01,7,0,56,21,0.02,49620,3.37969,,,bafta gucci eebaftas,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7231585207164488987,All about #GucciBamboo1947. ,2023-05-10 12:04,video,12,1640,-0.98,1467,0.01,142,0.13,173,25,0.02,94701,1.73177,suono originale Gucci,,guccibamboo1947,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7332207976482131232,Follow along as #RomyMadleyCroft gets ready for the #GRAMMYs. ,2024-02-05 14:51,video,27,1620,-0.98,1533,0.01,16,0.01,87,38,0.03,59480,2.7236,,,romymadleycroft grammys,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7235179015349226778,Global Brand Ambassador #AliaBhatt at #GucciCruise24 ,2023-05-20 4:30,video,17,1612,-0.98,1553,0.01,46,0.04,59,38,0.03,49971,3.22587,suono originale Gucci,,aliabhatt guccicruise24,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7228237981461548314,Celebrating #GucciCosmos in Shanghai.,2023-05-01 11:35,video,26,1589,-0.98,1495,0.01,86,0.07,94,74,0.07,85465,1.85924,suono originale Gucci,,guccicosmos,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7337369850831981856,Opening night at the Berlin Film Festival with #LupitaNyongo in #Gucci ,2024-02-19 12:42,video,15,1529,-0.98,1452,0.01,31,0.02,77,33,0.03,32369,4.72366,,,lupitanyongo gucci,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7229117299251236123,Daisy Edgar-Jones Julia Garner and Halle Bailey on how to get ready for the #MetGala. #MetGala2023 ,2023-05-03 20:27,video,46,1521,-0.98,1428,0.01,20,0.01,93,6,0,92842,1.63827,suono originale Gucci,,metgala metgala2023,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7248340363453156634,Idris Elba Wants Women to Speak Freely. #GucciChime,2023-06-24 15:42,video,37,1499,-0.98,1424,0.01,92,0.08,75,30,0.02,51036,2.93714,suono originale Gucci,,guccichime,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7226548879536196891,Destination: #GucciCosmos #NiNi #Gucci ,2023-04-26 22:20,video,25,1263,-0.98,1175,0.01,36,0.03,88,15,0.01,176132,0.71708,suono originale Gucci,,guccicosmos nini gucci,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7239319000780508442,Tomorrow Gucci marks 10 years of our global campaign for gender equality. #GucciChime ,2023-05-31 8:15,video,14,1219,-0.98,1155,0.01,47,0.04,64,16,0.01,34685,3.51449,suono originale Gucci,,guccichime,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7340931264582552864,@The People Gallery interviews #PoppyDelevingne moments before the #GucciFW24 fashion show. #MFW,2024-02-29 3:02,video,46,1100,-0.98,1067,0.01,10,0,33,24,0.02,24459,4.49732,,, poppydelevingne guccifw24 mfw,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7226215222384577818,The future holds #GucciCosmos. #ChrisLee #Gucci  ,2023-04-26 0:45,video,23,724,-0.99,684,0,10,0,40,18,0.01,26430,2.73931,suono originale Gucci,,guccicosmos chrislee gucci,
gucci,https://www.tiktok.com/@gucci,http://tiktok.com/@Gucci/video/7324659069455715616,Backstage emotions #GucciAncora #GucciFW24 #MFW ,2024-01-16 6:38,video,12,101,-0.99,98,0,0,0,3,4,0,860,11.74419,,,gucciancora guccifw24 mfw,
