Name,Profile,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cq8j4wevl8v/,Happy National Grilled Cheese Day. Americas take on pizza. Order your superior sandwich needs through Instacart now. #nationalgrilledcheeseday,IMAGE,2023-04-12 14:32,400,0.33,0.23399,211,2.14,189,-0.18,,5402,5942
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cvp_3ADS_6_/,Watch your kid rule the lunch table with swoon-worthy food and snacks from Chobani to Lunchables. Link in bio to shop Back to School through instacart now!,IMAGE,2023-08-07 16:07,341,0.13,0.19948,245,2.65,96,-0.58,,7135,7848
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Czt_pFFPWbZ/,Family recipes taste better without that second trip to the store to grab the ground cinnamon you didn?ôt know you needed. The new vision-enabled Ask Instacart feature lets you snap select & savor the flavors you love without forgetting a single ingredient. Learn more at the link in bio.,reel,2023-11-16 14:30,336,0.12,0.19656,120,0.79,216,-0.07,,12994,14293
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cs6sI7sPx_9/,Ask Instacart is a new supercharged AI-powered search tool that can help you with things like ?úwhat are some dairy-free snack choices for kids???If only all parenting dilemmas were this easy. Link in bio to learn more now.,IMAGE,2023-05-31 14:08,330,0.1,0.19305,176,1.62,154,-0.33,,5486,6034
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/CsG_xgdAal6/,This Mother?ôs Day gift her a Mom-ent with the brands and stores she loves delivered through Instacart! #mothersday,reel,2023-05-11 12:20,313,0.04,0.1831,96,0.43,217,-0.06,,5652,6217
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CqTJIAyL-TZ/,Give your home a refresh with clorox and glade products delivered right to your front door through Instacart. Or play that game called ?úIs that person leaving that parking spot or just sitting in their car???Up to you! Link in bio to shop Spring Cleaning through Instacart now.,CAROUSEL_ALBUM,2023-03-27 12:29,299,0,0.17491,169,1.52,130,-0.44,,6173,6791
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cr4UHR5Apkb/,Homemade guac ?§ù Cinco de Mayo. Get ingredients via Instacart now! #InstacartEmployee Min $10 req/order. Terms apply. hardwoodsofthands #guacamole #cincodemayo #cincodemayorecipes,reel,2023-05-05 19:29,298,0,0.17433,82,0.22,216,-0.07,,6585,7243
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cx55JC2xSNv/,Are you as excited as we are? #LessonsInChemistry premieres October 13 on appletv Hint: You?ôre gonna love what we?ôve got cooking. Link in bio.,IMAGE,2023-10-02 13:19,298,0,0.17433,26,-0.61,272,0.16,,7737,8511
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CpdIa4_pSSU/,For millions of families grocery budgets are about to tighten as emergency SNAP benefits expire. With Community Carts you can help by donating much-needed grocery items to feedingamerica member food banks across the country. To donate items visit the link in bio,IMAGE,2023-03-06 12:04,296,-0.01,0.17316,103,0.53,193,-0.17,,4615,5077
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CqI-5HkO9lO/,Ever say to yourself I wish I had an AI to help me with meal planning and groceries? Well how about you ?úAsk Instacart?? Meet Instacart?ôs ChatGPT plugin slash your new sous chef now where available. Link in bio to read more.,IMAGE,2023-03-23 13:47,294,-0.01,0.17199,120,0.79,174,-0.25,,4797,5277
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/CrTkL4XAK_M/,Celebrate Eid with this coconut burfi cake! Maybe make 2 because there will be no leftovers. Ingredients via Instacart. Recipe by saltedbutterfanclub #InstacartEmployee #eid #eiddesserts #dessert #coconut #burfi,reel,2023-04-21 12:59,287,-0.04,0.16789,98,0.46,189,-0.18,,4690,5159
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CvKOf9CudfP/,July is the hottest month of the year which makes grocery delivery a real lifesaver. See what I did there?,IMAGE,2023-07-26 8:00,285,-0.04,0.16672,177,1.64,108,-0.53,,6533,7186
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Crv2ZoJgUyZ/,Easy shrimp & mango ceviche recipe aka the star of your Cinco de Mayo celebration. Link in bio to shop the recipe! #InstacartEmployee #cincodemayo #recipes #ceviche #shrimp #mango,reel,2023-05-02 12:38,284,-0.05,0.16614,53,-0.2,231,0,,5831,6414
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/C1CypTBROgM/,What Larsa said.?íÑ?íÖ Also right now when you sign up for Instacart+ you get peacock at no extra cost (link in bio)! #RHOM bravotv Terms apply.,reel,2023-12-19 12:51,283,-0.05,0.16555,33,-0.5,250,0.07,,3971,4368
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cp5cXITJnMF/,Cozy and savory Homemade shepherd?ôs pie! Perfect for St. Patrick?ôs Day a rainy day or really just any day. Cart your ingredients through Instacart now! Min. $10+ req. Terms Apply #InstacartEmployee #shepherdspie #stpatricksday #recipes #potatoes #irishfood #easydinners,reel,2023-03-17 12:59,281,-0.06,0.16438,73,0.08,208,-0.1,,5123,5635
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CwS94ogvVcZ/,Snaaaaaaaaccccckkkks. (That?ôs it. That?ôs the whole post. Shop Instacart for school snacks now.),IMAGE,2023-08-23 13:59,270,-0.09,0.15795,131,0.95,139,-0.4,,5579,6137
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CwqCltaJYKS/,Bacardi has 3 syllables in its name. And there are 3 days in Labor Day weekend. You dont have to be a numerology wiz to see the connection. Relax and get Bacardi delivered. Must be 21+ where available. Link in bio to shop.,IMAGE,2023-09-01 13:03,267,-0.1,0.15619,166,1.47,101,-0.56,,6123,6736
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/CtJjYj0AViG/,Cash√©. The Smell of Cash Back a limited edition fragrance by Instacart. More than a fragrance it?ôs a lifestyle. More than a lifestyle it?ôs the smell of cash back. Get your Cash√© before it?ôs gone: www.TheSmellofCashBack.com,reel,2023-06-06 8:41,267,-0.1,0.15619,122,0.82,145,-0.37,,6653,7318
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cz4Ndbwv2TJ/,Cake is a natural diplomat at family gatherings. When that one uncle inevitably asks everyone who they voted for slice and serve as a delicious distraction. Be ready for all the moments hosting brings with it. Shop at the link in bio.,IMAGE,2023-11-20 13:41,259,-0.13,0.15151,115,0.71,144,-0.38,,9908,10898
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/C1DbmdkvdGF/,Drumroll please! The list of the fastest-growing emerging brands on Instacart in 2023 is finally here. Head to the link in bio to discover all 75 and add a few that tickle your fancy to your cart today.,IMAGE,2023-12-19 18:48,258,-0.13,0.15093,36,-0.46,222,-0.04,,3456,3802
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CtPZyJStayj/,OUT OF STOCK. Cash√© The Smell of Cash Back a limited edition fragrance by Instacart is OUT OF STOCK.Bad news: you no longer have the opportunity to smell like the seductive allure of spellbinding intrigue. Good news: ordering 7 types of ice cream through Instacart is proven to take the edge off.,CAROUSEL_ALBUM,2023-06-08 15:12,255,-0.14,0.14917,98,0.46,157,-0.32,,6270,6897
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cr6HfAmxl6-/,Gearing up for race day? Get Red Bull delivered through Instacart. No pitstops required. I mean you don?ôt need to leave your house let alone get in a car?¶Link in bio to stock up now!,IMAGE,2023-05-06 12:16,254,-0.15,0.14859,140,1.08,114,-0.5,,5417,5959
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CzbzMnbPyy4/,This bag of fall groceries is colorfulllll. Just like your Aunt Sally?ôs language after she has one too many at the Thanksgiving table. You can?ôt always prepare for what Aunt Sally is gonna say but you can prepare for hosting at the link in bio.,IMAGE,2023-11-09 12:53,253,-0.15,0.148,112,0.67,141,-0.39,,11107,12218
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/CrJKkEJJDOy/,Which Sweet Earth items are in ashleytisdale?òs new cart with Instacart? Her plant-based faves especially the Cauliflower Mac and so much more. Link in bio to shop her cart now! #InstacartPartner,reel,2023-04-17 12:03,251,-0.16,0.14683,65,-0.03,186,-0.2,,4269,4696
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/C2K4S4crBpn/,Feeling blech? Power down give in to those 102.3 burning reasons to rest and get everything you need to feel better delivered in as fast as 30 minutes. Link in bio.,reel,2024-01-16 12:46,248,-0.17,0.14508,97,0.44,151,-0.35,,5765,6342
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CpieZfevdr7/,Just longing to become a cobbler. Cart fresh fruit now.,IMAGE,2023-03-08 13:52,247,-0.17,0.14449,116,0.73,131,-0.43,,5270,5797
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cqkr4CWMQfr/,This one goes out to all those folks with organized pantries on their 2023 visions boards. Link in bio to shop thecontainerstore through Instacart now.,IMAGE,2023-04-03 8:00,245,-0.18,0.14332,151,1.25,94,-0.59,,4324,4756
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CwNqVaeRx0n/,Two things that businesses love: extra bold coffee and free delivery. Thankfully Instacart has both. Right now sign up for Instacart Business and get free delivery and 2% credit back for 1 year. Wait okay now that?ôs three things. Terms apply. Link in bio to learn more!,IMAGE,2023-08-21 12:32,244,-0.18,0.14274,119,0.77,125,-0.46,,5090,5599
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/CuhoTWZAY4K/,Kimchi grilled cheese sandwich??the recipe we never knew we needed. Get your ingredients via Instacart now! #Ad #InstacartPartner #kimchi #grilledcheese #recipe,reel,2023-07-10 13:37,238,-0.2,0.13923,9,-0.86,229,-0.01,,4161,4577
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CsT1hpKJheM/,With Instacart you can get deals on everything your pet needs like food toys treats accessories and that primal urge to chase a squirrel! Ok almost everything. Link in bio to make Instacart your pet?ôs one-stop shop.,IMAGE,2023-05-16 12:00,237,-0.2,0.13864,146,1.17,91,-0.6,,5241,5765
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CwYCex2xkTH/,This is your sign to make sure that you?ôre stocked up on berries before the kids get home from school. Thank us later.Shop Instacart to get your kids??fave after-school snacks now.,IMAGE,2023-08-25 13:15,236,-0.21,0.13806,115,0.71,121,-0.47,,4938,5432
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CxgbSFUS89w/,Tailgating is for more than football. Try PTA meetings senior center bingo games or even community theater performances. Link in bio to check out our game day snacks and drinks. (Must be 21+ where available.),IMAGE,2023-09-22 15:57,234,-0.21,0.13689,118,0.76,116,-0.5,,5703,6274
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/C3V3Ho4PfdT/,We don?ôt have a publishing house but if we did this is the content we?ôd ?úproduce.??Sorry it?ôs just that food makes us feel all romantic.,CAROUSEL_ALBUM,2024-02-14 15:37,233,-0.22,0.1363,87,0.29,146,-0.37,,4350,4785
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CsOlEbeMTrj/,Happy Mother?ôs Day to all the mom-figures out there and to all the people that are like IT?ôS MOTHER?ôS DAY?! With Instacart you can get the brands she wants delivered in as a fast as 1 hour. You?ôre welcome.Link in bio to gift her a Mom-ent now,IMAGE,2023-05-14 11:00,231,-0.22,0.13513,121,0.8,110,-0.52,,5356,5891
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cqd9GTDPhjt/,What?ôs wrong with ordering groceries via Instacart and packing a lunch in a LUNCH PAIL?,IMAGE,2023-03-31 17:15,230,-0.23,0.13455,124,0.85,106,-0.54,,5066,5572
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cz_1ZhQryyK/,Well it?ôs about time for that moment of the party where your uncles start wrestling grandpa is asleep on the couch with his mouth open the little cousins are running a spy headquarters out of the coat closet the nosy neighbors just showed up and no one can find Aunt Sue even though her car?ôs in the driveway. At least the meal can go as planned. Stock up on holiday hosting essentials at the link in our bio.,reel,2023-11-23 12:45,229,-0.23,0.13396,97,0.44,132,-0.43,,11881,13069
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CtwGrS4M-g3/,Get fruit sandwich fixings and unforgettable beach dates delivered in as fast as 1 hour.,IMAGE,2023-06-21 8:00,227,-0.24,0.13279,114,0.7,113,-0.51,,5155,5670
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Ct1QQ3hO3_8/,Tell me it?ôs Summer Friday without telling me it?ôs Summer Friday. (Must be 21+ to purchase alcohol where available.),IMAGE,2023-06-23 8:00,225,-0.24,0.13162,148,1.2,77,-0.66,,4968,5465
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cuw7mWgr1n5/,As we observe National Ice Cream Day its important to learn something. Did you know Washington DC likes strawberry ice cream best? Link in bio to learn more.,IMAGE,2023-07-16 12:13,224,-0.25,0.13104,85,0.26,139,-0.4,,4472,4919
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CrOUaeKrGHm/,Did you know that Instacart has helped deliver over 1 BILLION BANANAS?! And did you know if you stacked ?òem they?ôd be taller than 24000 Mount Everests?! And did you know that I prefer my banana bread with walnut?! But enough about me. Link in bio for more facts that are frankly bananas. #nationalbananaday,IMAGE,2023-04-19 12:03,222,-0.25,0.12987,91,0.35,131,-0.43,,4817,5298
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cwk0CiKxqfD/,When you stock up on your breakfast faves through Instacart you make your school morning routine easy! Until it?ôs time for jackets and shoes. That?ôs anyone?ôs guess.,IMAGE,2023-08-30 12:19,221,-0.26,0.12928,119,0.77,102,-0.56,,4788,5267
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cv-LphZgVUH/,Our best subject? Math of course. Because right now you can get 50% off unlimited free delivery with an Instacart+ membership! Link in bio to learn more. (While supplies last. Plan renews at $99/year. Terms apply.),reel,2023-08-15 12:15,221,-0.26,0.12928,133,0.98,88,-0.62,,5540,6094
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/C20GsthPdyh/,When you?ôre this sick you owe it to everyone to just uh stay put. Get sick day essentials delivered in as fast as 30 minutes at the link in bio.,reel,2024-02-01 13:01,219,-0.26,0.12811,24,-0.64,195,-0.16,,3105,3415
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CsotDu0rV35/,Is the first day of BBQ season Memorial Day or is it the day you remember everything tastes better on a skewer?,IMAGE,2023-05-24 14:30,218,-0.27,0.12753,100,0.49,118,-0.49,,4842,5326
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CtoYSlaMB9W/,World?ôs #1 Dad deserves world?ôs #1 gifts. Shop Instacart for same-day Father?ôs Day gifts now!,IMAGE,2023-06-18 8:00,218,-0.27,0.12753,143,1.13,75,-0.67,,4804,5285
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/C2AiFtwxMua/,The haters may doubt your ability to elevate your snacks & drink squad. They may question how you can enjoy a weekend of football with friends and family while also grabbing groceries for the week ahead. But the haters don?ôt know you have Instacart on your team. Must be 21+ for alcohol delivery where available. Link in bio.,IMAGE,2024-01-12 12:18,217,-0.27,0.12694,103,0.53,114,-0.5,,4646,5110
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/C0UeGs-p0r_/,It?ôs time to get paws-itively festive. The Pawliday Contest is back and more fur-bulous than ever. Simply submit a festive photo of your pet at the link in our bio to be entered for the chance to win $150 worth of goodies from purina and Instacart. One lucky winner will earn a grand prize of $500 worth of goodies from Purina and Instacart. Terms apply. To see the official rules please visit pawlidaycontest.com. Link in bio,reel,2023-12-01 13:06,217,-0.27,0.12694,93,0.38,124,-0.46,,4378,4816
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CpxnchFBRHD/,Happy Pi Day to those who celebrate. Happy Taco Tuesday to everyone else.,IMAGE,2023-03-14 12:00,216,-0.27,0.12636,87,0.29,129,-0.44,,4927,5420
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CusKVdmvYFy/,In this house we grill everything during summer-grilled corn grilled hot dogs. Heck wed grill the table if we could but then where would weeat?,IMAGE,2023-07-14 15:46,214,-0.28,0.12519,109,0.62,105,-0.54,,4618,5080
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CrlfN0wBq1Z/,Was gonna put a fun fact but then I realized strawberry season IS the fun fact. Get sweet seasonal produce through Instacart now.,IMAGE,2023-04-28 12:00,214,-0.28,0.12519,130,0.93,84,-0.63,,4623,5086
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cw5akGPrLCi/,Hey football fans this is what you worked all offseason for. This is why you ate all those salads?îfor football party season and it?ôs finally here. Link in bio to order everything for your game day spread now.,reel,2023-09-07 12:22,213,-0.28,0.1246,118,0.76,95,-0.59,,5967,6564
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CyWIxVmRfuW/,#lessonsinchemistry starring brielarson premieres today on appletv Order snacks get recipes from the series (like Elizabeth Zott?ôs ?úPerfect??Lasagna) & shop ingredients all on Instacart. Link in bio. Get inspired and share your perfect lasagna recipe with #myperfectlasagna,CAROUSEL_ALBUM,2023-10-13 12:35,211,-0.29,0.12343,101,0.5,110,-0.52,,11512,12663
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/C1H9WZtJ66b/,Your daughter wants a record player this year which is adorable. She thinks it?ôs from prehistoric times and wants to use it to listen to angsty teenage punk instead of classic rock which is less adorable. But hey at least she doesn?ôt want a drum set. Shop bestbuy for everything you need this season at the link in bio.,IMAGE,2023-12-21 13:00,209,-0.3,0.12226,63,-0.05,146,-0.37,,3444,3789
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cwx2MfUxU9V/,Raise a glass to one last long summer weekend. Get everything you need to make it count. To be clear we mean through Instacart. Must be 21+ where available.,IMAGE,2023-09-04 13:48,209,-0.3,0.12226,111,0.65,98,-0.57,,4505,4955
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/C2SllusxC6n/,To the mixers and shakers: we?ôve got great news for you. During all of Dry January drinkolipop is giving away two free cans with your Instacart order so you can make those mocktails and drink ?òem too. Terms apply. Link in bio.,IMAGE,2024-01-19 12:35,200,-0.33,0.117,73,0.08,127,-0.45,,4368,4805
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CtZmb-2xBCS/,Pickleball and roller skates are both great summer activities. Just not at the same time. Get your outdoor summer faves through Instacart now!,IMAGE,2023-06-12 14:15,200,-0.33,0.117,112,0.67,88,-0.62,,4680,5148
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cx_FLXKxlU3/,It?ôs not desk clutter. It?ôs the cost of working hard while staying hydrated & caffeinated.,IMAGE,2023-10-04 13:41,198,-0.33,0.11583,41,-0.38,157,-0.32,,7825,8607
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CxdcZY7RlXW/,We love precious moments. Enjoy more of them and have all your baby?ôs must-haves delivered fast via Instacart.,IMAGE,2023-09-21 12:09,196,-0.34,0.11466,59,-0.11,137,-0.41,,4089,4498
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Czou8HYPmf5/,This isn?ôt a thirst trap. It?ôs a hunger trap. And the aunt that wants to set you up on a blind date with her friend?ôs son? That?ôs just a trap. Run. Get all your Turkey Day must-haves at the link in bio.,IMAGE,2023-11-14 13:26,195,-0.34,0.11407,95,0.41,100,-0.57,,9506,10456
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CuCnIy0sSMv/,PSA: in case you drop your last cherry in the pool you can use Instacart to order more.,IMAGE,2023-06-28 12:30,195,-0.34,0.11407,93,0.38,102,-0.56,,4309,4740
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CstenbLOYl7/,Get fired up because more weekend means more time for grilling. Start practicing for all the summer barbecuing to come and get all your ingredients delivered.,IMAGE,2023-05-26 11:00,195,-0.34,0.11407,103,0.53,92,-0.6,,4532,4985
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CxLb2d8R_99/,Got a favorite way to enjoy tomatoes at the height of tomato season? Post in the comments if you have the guts to face the wrath of anti-tomato bots.,IMAGE,2023-09-14 12:18,195,-0.34,0.11407,104,0.55,91,-0.6,,4776,5253
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/C1u2da4yi5H/,M is for mmm. M is for mocktail. M is for more drinkolipop please. We?ôre shaking things up for Dry January and making your New Year?ôs resolutions easy to keep and delicious. Now with your Instacart order you?ôll receive two free cans of OLIPOP so you can whip up mocktails in minutes and share the flavor with someone you love. Terms apply.  Link in bio.,IMAGE,2024-01-05 15:30,193,-0.35,0.1129,69,0.02,124,-0.46,,4190,4609
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/Cryd2lIRH9X/,This Mothers Day gift Mom a decadent Mom-ent. That will be interrupted. At least twice. Because shes a mom. Link in bio to shop the brands and stores she loves through Instacart!,IMAGE,2023-05-03 12:58,193,-0.35,0.1129,70,0.04,123,-0.47,,4024,4426
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CuHR1NUOX0O/,Top 3 things to grill over the July 4th weekend: burgers brats your niece?ôs new fiance. Link in bio to get BBQ must-haves through Instacart now!,IMAGE,2023-06-30 8:00,189,-0.36,0.11056,67,0,122,-0.47,,3854,4239
instacart,https://www.instagram.com/instacart,https://www.instagram.com/p/CtWWuYZMdfR/,Happy National Corn on the Cob Day celebrated today and everyday through Labor Day! Get your summer faves through Instacart now.,IMAGE,2023-06-11 8:00,185,-0.38,0.10822,51,-0.23,134,-0.42,,3569,3926
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/CwF5SEOIure/,Back to School season is here! Right now join Instacart+ for 50% off & get unlimited free delivery on everything you need for school lunch prep. Chobani SKIPPY & Lunchables? They?ôre all here. Link in bio to learn more! (While supplies last. Plan renews at $99/year. Terms apply),reel,2023-08-18 12:09,182,-0.39,0.10647,91,0.35,91,-0.6,,4290,4719
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cy3onaJRZcG/,?úChef?ôs block??is REAL. So when you?ôre at a loss for new recipes just use the new Ask Instacart AI-powered search! You?ôll never feel uninspired (or go hungry) again. Just check out sabriena_abrre?ôs kid-approved smoothie if you?ôre not convinced.#Ad #JustAskInstacart #InstacartPartner #MomsOfInstagram #RecipeIdeas,reel,2023-10-26 12:53,179,-0.4,0.10471,5,-0.92,174,-0.25,,3770,4147
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/C33fcryRG15/,All of the hustle none of the hassle ?ßã?èãÔ∏è‚Äç‚?Ô∏èüëüGet your gym gains back on track with the link in bio.#Instacart #Gym #fitnessmotivation,reel,2024-02-27 17:07,178,-0.4,0.10413,53,-0.2,125,-0.46,,4106,4517
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/C0PPRwwxeWq/,Satisfy your appetite for entertainment and chaos and your literal appetite in a single click. Now when you sign up for Instacart+ you get peacock at no extra cost. Link in bio. ?¶ö?§ù?õí Terms apply.,reel,2023-11-29 12:21,178,-0.4,0.10413,42,-0.37,136,-0.41,,6434,7078
instacart,https://www.instagram.com/instacart,https://www.instagram.com/reel/Cqs6QGvglTg/,Hot Cross Buns for Easter Sunday. Okay any Sunday. Shop Instacart for all your ingredients now. #InstacartEmployee #easter #eastbreakfast #easterrecipes #brunch #hotcrossedbuns,reel,2023-04-06 12:40,174,-0.41,0.10179,13,-0.8,161,-0.3,,3265,3592
